playerID,awardID,yearID,lgID,tie,notes
vandejo01,Baseball Magazine All-Star,1942,NL,MISSING,P3
hugheto04,Baseball Magazine All-Star,1942,NL,MISSING,P4
beazljo01,Baseball Magazine All-Star,1942,NL,MISSING,P5
slaugen01,Baseball Magazine All-Star,1942,NL,MISSING,RF
marioma01,Baseball Magazine All-Star,1942,NL,MISSING,SS
gordojo01,Most Valuable Player,1942,AL,MISSING,MISSING
coopemo01,Most Valuable Player,1942,NL,MISSING,MISSING
willite01,Triple Crown,1942,AL,MISSING,MISSING
mizejo01,TSN All-Star,1942,ML,MISSING,1B
gordojo01,TSN All-Star,1942,ML,MISSING,2B
hackst01,TSN All-Star,1942,ML,MISSING,3B
owenmi01,TSN All-Star,1942,ML,MISSING,C
dimagjo01,TSN All-Star,1942,ML,MISSING,OF
slaugen01,TSN All-Star,1942,ML,MISSING,OF
willite01,TSN All-Star,1942,ML,MISSING,OF
bonhati01,TSN All-Star,1942,ML,MISSING,P
coopemo01,TSN All-Star,1942,ML,MISSING,P
hughste01,TSN All-Star,1942,ML,MISSING,P
peskyjo01,TSN All-Star,1942,ML,MISSING,SS
gordojo01,TSN Guide MVP,1942,AL,MISSING,MISSING
coopemo01,TSN Guide MVP,1942,NL,MISSING,MISSING
willite01,TSN Major League Player of the Year,1942,ML,MISSING,MISSING
yorkru01,Baseball Magazine All-Star,1943,AL,MISSING,1B
gordojo01,Baseball Magazine All-Star,1943,AL,MISSING,2B
johnsbi03,Baseball Magazine All-Star,1943,AL,MISSING,3B
dickebi01,Baseball Magazine All-Star,1943,AL,MISSING,C
spencst01,Baseball Magazine All-Star,1943,AL,MISSING,CF
kellech01,Baseball Magazine All-Star,1943,AL,MISSING,LF
chandsp01,Baseball Magazine All-Star,1943,AL,MISSING,P1
troutdi01,Baseball Magazine All-Star,1943,AL,MISSING,P2
smithal03,Baseball Magazine All-Star,1943,AL,MISSING,P3
wakefdi01,Baseball Magazine All-Star,1943,AL,MISSING,RF
applilu01,Baseball Magazine All-Star,1943,AL,MISSING,SS
yorkru01,Baseball Magazine All-Star,1943,ML,MISSING,1B
hermabi01,Baseball Magazine All-Star,1943,ML,MISSING,2B
johnsbi03,Baseball Magazine All-Star,1943,ML,MISSING,3B
dickebi01,Baseball Magazine All-Star,1943,ML,MISSING,C
musiast01,Baseball Magazine All-Star,1943,ML,MISSING,CF
kellech01,Baseball Magazine All-Star,1943,ML,MISSING,LF
chandsp01,Baseball Magazine All-Star,1943,ML,MISSING,P1
coopemo01,Baseball Magazine All-Star,1943,ML,MISSING,P2
sewelri01,Baseball Magazine All-Star,1943,ML,MISSING,P3
nichobi01,Baseball Magazine All-Star,1943,ML,MISSING,RF
marioma01,Baseball Magazine All-Star,1943,ML,MISSING,SS
mccorfr01,Baseball Magazine All-Star,1943,NL,MISSING,1B
hermabi01,Baseball Magazine All-Star,1943,NL,MISSING,2B
vaughar01,Baseball Magazine All-Star,1943,NL,MISSING,3B
coopewa01,Baseball Magazine All-Star,1943,NL,MISSING,C
dimagvi01,Baseball Magazine All-Star,1943,NL,MISSING,CF
musiast01,Baseball Magazine All-Star,1943,NL,MISSING,LF
coopemo01,Baseball Magazine All-Star,1943,NL,MISSING,P1
sewelri01,Baseball Magazine All-Star,1943,NL,MISSING,P2
riddlel01,Baseball Magazine All-Star,1943,NL,MISSING,P3
nichobi01,Baseball Magazine All-Star,1943,NL,MISSING,RF
marioma01,Baseball Magazine All-Star,1943,NL,MISSING,SS
chandsp01,Most Valuable Player,1943,AL,MISSING,MISSING
musiast01,Most Valuable Player,1943,NL,MISSING,MISSING
yorkru01,TSN All-Star,1943,ML,MISSING,1B
hermabi01,TSN All-Star,1943,ML,MISSING,2B
johnsbi03,TSN All-Star,1943,ML,MISSING,3B
coopewa01,TSN All-Star,1943,ML,MISSING,C
musiast01,TSN All-Star,1943,ML,MISSING,OF
nichobi01,TSN All-Star,1943,ML,MISSING,OF
wakefdi01,TSN All-Star,1943,ML,MISSING,OF
chandsp01,TSN All-Star,1943,ML,MISSING,P
coopemo01,TSN All-Star,1943,ML,MISSING,P
sewelri01,TSN All-Star,1943,ML,MISSING,P
applilu01,TSN All-Star,1943,ML,MISSING,SS
chandsp01,TSN Guide MVP,1943,AL,MISSING,MISSING
musiast01,TSN Guide MVP,1943,NL,MISSING,MISSING
chandsp01,TSN Major League Player of the Year,1943,ML,MISSING,MISSING
yorkru01,Baseball Magazine All-Star,1944,AL,MISSING,1B
stirnsn01,Baseball Magazine All-Star,1944,AL,MISSING,2B
keltnke01,Baseball Magazine All-Star,1944,AL,MISSING,3B
hayesfr01,Baseball Magazine All-Star,1944,AL,MISSING,C
spencst01,Baseball Magazine All-Star,1944,AL,MISSING,CF
wakefdi01,Baseball Magazine All-Star,1944,AL,MISSING,LF
newhoha01,Baseball Magazine All-Star,1944,AL,MISSING,P1
troutdi01,Baseball Magazine All-Star,1944,AL,MISSING,P2
hughste01,Baseball Magazine All-Star,1944,AL,MISSING,P3
foxpe01,Baseball Magazine All-Star,1944,AL,MISSING,RF
stephve01,Baseball Magazine All-Star,1944,AL,MISSING,SS
yorkru01,Baseball Magazine All-Star,1944,ML,MISSING,1B
stirnsn01,Baseball Magazine All-Star,1944,ML,MISSING,2B
elliobo01,Baseball Magazine All-Star,1944,ML,MISSING,3B
coopewa01,Baseball Magazine All-Star,1944,ML,MISSING,C
musiast01,Baseball Magazine All-Star,1944,ML,MISSING,CF
wakefdi01,Baseball Magazine All-Star,1944,ML,MISSING,LF
newhoha01,Baseball Magazine All-Star,1944,ML,MISSING,P1
waltebu01,Baseball Magazine All-Star,1944,ML,MISSING,P2
coopemo01,Baseball Magazine All-Star,1944,ML,MISSING,P3
nichobi01,Baseball Magazine All-Star,1944,ML,MISSING,RF
marioma01,Baseball Magazine All-Star,1944,ML,MISSING,SS
sandera01,Baseball Magazine All-Star,1944,NL,MISSING,1B
verbaem01,Baseball Magazine All-Star,1944,NL,MISSING,2B
elliobo01,Baseball Magazine All-Star,1944,NL,MISSING,3B
coopewa01,Baseball Magazine All-Star,1944,NL,MISSING,C
musiast01,Baseball Magazine All-Star,1944,NL,MISSING,CF
medwijo01,Baseball Magazine All-Star,1944,NL,MISSING,LF
waltebu01,Baseball Magazine All-Star,1944,NL,MISSING,P1
coopemo01,Baseball Magazine All-Star,1944,NL,MISSING,P2
voisebi01,Baseball Magazine All-Star,1944,NL,MISSING,P3
nichobi01,Baseball Magazine All-Star,1944,NL,MISSING,RF
marioma01,Baseball Magazine All-Star,1944,NL,MISSING,SS
newhoha01,Most Valuable Player,1944,AL,MISSING,MISSING
marioma01,Most Valuable Player,1944,NL,MISSING,MISSING
sandera01,TSN All-Star,1944,ML,MISSING,1B
doerrbo01,TSN All-Star,1944,ML,MISSING,2B
elliobo01,TSN All-Star,1944,ML,MISSING,3B
coopewa01,TSN All-Star,1944,ML,MISSING,C
musiast01,TSN All-Star,1944,ML,MISSING,OF
wakefdi01,TSN All-Star,1944,ML,MISSING,OF
walkedi02,TSN All-Star,1944,ML,MISSING,OF
coopemo01,TSN All-Star,1944,ML,MISSING,P
newhoha01,TSN All-Star,1944,ML,MISSING,P
troutdi01,TSN All-Star,1944,ML,MISSING,P
marioma01,TSN All-Star,1944,ML,MISSING,SS
doerrbo01,TSN Guide MVP,1944,AL,MISSING,MISSING
marioma01,TSN Guide MVP,1944,NL,MISSING,MISSING
marioma01,TSN Major League Player of the Year,1944,ML,MISSING,MISSING
newhoha01,TSN Pitcher of the Year,1944,AL,MISSING,MISSING
voisebi01,TSN Pitcher of the Year,1944,NL,MISSING,MISSING
doerrbo01,TSN Player of the Year,1944,AL,MISSING,MISSING
marioma01,TSN Player of the Year,1944,NL,MISSING,MISSING
ettenni01,Baseball Magazine All-Star,1945,AL,MISSING,1B
stirnsn01,Baseball Magazine All-Star,1945,AL,MISSING,2B
cuccito01,Baseball Magazine All-Star,1945,AL,MISSING,3B
richapa01,Baseball Magazine All-Star,1945,AL,MISSING,C
heathje01,Baseball Magazine All-Star,1945,AL,MISSING,CF
greenha01,Baseball Magazine All-Star,1945,AL,MISSING,LF
newhoha01,Baseball Magazine All-Star,1945,AL,MISSING,P1
ferrida01,Baseball Magazine All-Star,1945,AL,MISSING,P2
gromest01,Baseball Magazine All-Star,1945,AL,MISSING,P3
wolffro01,Baseball Magazine All-Star,1945,AL,MISSING,P4
cullero01,Baseball Magazine All-Star,1945,AL,MISSING,RF
stephve01,Baseball Magazine All-Star,1945,AL,MISSING,SS
cavarph01,Baseball Magazine All-Star,1945,ML,MISSING,1B
stirnsn01,Baseball Magazine All-Star,1945,ML,MISSING,2B
kurowwh01,Baseball Magazine All-Star,1945,ML,MISSING,3B
richapa01,Baseball Magazine All-Star,1945,ML,MISSING,C
pafkoan01,Baseball Magazine All-Star,1945,ML,MISSING,CF
greenha01,Baseball Magazine All-Star,1945,ML,MISSING,LF
newhoha01,Baseball Magazine All-Star,1945,ML,MISSING,P1
brechha01,Baseball Magazine All-Star,1945,ML,MISSING,P2
ferrida01,Baseball Magazine All-Star,1945,ML,MISSING,P3
borowha01,Baseball Magazine All-Star,1945,ML,MISSING,P4
walkedi02,Baseball Magazine All-Star,1945,ML,MISSING,RF
stephve01,Baseball Magazine All-Star,1945,ML,MISSING,SS
cavarph01,Baseball Magazine All-Star,1945,NL,MISSING,1B
verbaem01,Baseball Magazine All-Star,1945,NL,MISSING,2B
kurowwh01,Baseball Magazine All-Star,1945,NL,MISSING,3B
lopezal01,Baseball Magazine All-Star,1945,NL,MISSING,C
pafkoan01,Baseball Magazine All-Star,1945,NL,MISSING,CF
holmeto01,Baseball Magazine All-Star,1945,NL,MISSING,LF
brechha01,Baseball Magazine All-Star,1945,NL,MISSING,P1
borowha01,Baseball Magazine All-Star,1945,NL,MISSING,P2
barrere01,Baseball Magazine All-Star,1945,NL,MISSING,P3
wyseha01,Baseball Magazine All-Star,1945,NL,MISSING,P4
walkedi02,Baseball Magazine All-Star,1945,NL,MISSING,RF
marioma01,Baseball Magazine All-Star,1945,NL,MISSING,SS
newhoha01,Most Valuable Player,1945,AL,MISSING,MISSING
cavarph01,Most Valuable Player,1945,NL,MISSING,MISSING
newhoha01,Pitching Triple Crown,1945,AL,MISSING,MISSING
cavarph01,TSN All-Star,1945,ML,MISSING,1B
stirnsn01,TSN All-Star,1945,ML,MISSING,2B
kurowwh01,TSN All-Star,1945,ML,MISSING,3B
richapa01,TSN All-Star,1945,ML,MISSING,C
holmeto01,TSN All-Star,1945,ML,MISSING,OF
pafkoan01,TSN All-Star,1945,ML,MISSING,OF
rosengo01,TSN All-Star,1945,ML,MISSING,OF
borowha01,TSN All-Star,1945,ML,MISSING,P
ferrida01,TSN All-Star,1945,ML,MISSING,P
newhoha01,TSN All-Star,1945,ML,MISSING,P
marioma01,TSN All-Star,1945,ML,MISSING,SS
mayoed01,TSN Guide MVP,1945,AL,MISSING,MISSING
holmeto01,TSN Guide MVP,1945,NL,MISSING,MISSING
newhoha01,TSN Major League Player of the Year,1945,ML,MISSING,MISSING
newhoha01,TSN Pitcher of the Year,1945,AL,MISSING,MISSING
borowha01,TSN Pitcher of the Year,1945,NL,MISSING,MISSING
mayoed01,TSN Player of the Year,1945,AL,MISSING,MISSING
holmeto01,TSN Player of the Year,1945,NL,MISSING,MISSING
vernomi01,Baseball Magazine All-Star,1946,AL,MISSING,1B
doerrbo01,Baseball Magazine All-Star,1946,AL,MISSING,2B
kellge01,Baseball Magazine All-Star,1946,AL,MISSING,3B
robinaa01,Baseball Magazine All-Star,1946,AL,MISSING,C
dimagjo01,Baseball Magazine All-Star,1946,AL,MISSING,CF
willite01,Baseball Magazine All-Star,1946,AL,MISSING,LF
fellebo01,Baseball Magazine All-Star,1946,AL,MISSING,P1
newhoha01,Baseball Magazine All-Star,1946,AL,MISSING,P2
ferrida01,Baseball Magazine All-Star,1946,AL,MISSING,P3
cullero01,Baseball Magazine All-Star,1946,AL,MISSING,RF
boudrlo01,Baseball Magazine All-Star,1946,AL,MISSING,SS
musiast01,Baseball Magazine All-Star,1946,ML,MISSING,1B
doerrbo01,Baseball Magazine All-Star,1946,ML,MISSING,2B
kurowwh01,Baseball Magazine All-Star,1946,ML,MISSING,3B
robinaa01,Baseball Magazine All-Star,1946,ML,MISSING,C
dimagjo01,Baseball Magazine All-Star,1946,ML,MISSING,CF
willite01,Baseball Magazine All-Star,1946,ML,MISSING,LF
fellebo01,Baseball Magazine All-Star,1946,ML,MISSING,P1
newhoha01,Baseball Magazine All-Star,1946,ML,MISSING,P2
polleho01,Baseball Magazine All-Star,1946,ML,MISSING,P3
slaugen01,Baseball Magazine All-Star,1946,ML,MISSING,RF
boudrlo01,Baseball Magazine All-Star,1946,ML,MISSING,SS
musiast01,Baseball Magazine All-Star,1946,NL,MISSING,1B
stanked01,Baseball Magazine All-Star,1946,NL,MISSING,2B
kurowwh01,Baseball Magazine All-Star,1946,NL,MISSING,3B
mcculcl01,Baseball Magazine All-Star,1946,NL,MISSING,C
cavarph01,Baseball Magazine All-Star,1946,NL,MISSING,CF
ennisde01,Baseball Magazine All-Star,1946,NL,MISSING,LF
polleho01,Baseball Magazine All-Star,1946,NL,MISSING,P1
sainjo01,Baseball Magazine All-Star,1946,NL,MISSING,P2
brechha01,Baseball Magazine All-Star,1946,NL,MISSING,P3
slaugen01,Baseball Magazine All-Star,1946,NL,MISSING,RF
reesepe01,Baseball Magazine All-Star,1946,NL,MISSING,SS
willite01,Most Valuable Player,1946,AL,MISSING,MISSING
musiast01,Most Valuable Player,1946,NL,MISSING,MISSING
musiast01,TSN All-Star,1946,ML,MISSING,1B
doerrbo01,TSN All-Star,1946,ML,MISSING,2B
kellge01,TSN All-Star,1946,ML,MISSING,3B
robinaa01,TSN All-Star,1946,ML,MISSING,C
dimagdo01,TSN All-Star,1946,ML,MISSING,OF
slaugen01,TSN All-Star,1946,ML,MISSING,OF
willite01,TSN All-Star,1946,ML,MISSING,OF
fellebo01,TSN All-Star,1946,ML,MISSING,P
ferrida01,TSN All-Star,1946,ML,MISSING,P
newhoha01,TSN All-Star,1946,ML,MISSING,P
peskyjo01,TSN All-Star,1946,ML,MISSING,SS
musiast01,TSN Major League Player of the Year,1946,ML,MISSING,MISSING
mcquige02,Baseball Magazine All-Star,1947,AL,MISSING,1B
gordojo01,Baseball Magazine All-Star,1947,AL,MISSING,2B
kellge01,Baseball Magazine All-Star,1947,AL,MISSING,3B
berrayo01,Baseball Magazine All-Star,1947,AL,MISSING,C
dimagjo01,Baseball Magazine All-Star,1947,AL,MISSING,CF
willite01,Baseball Magazine All-Star,1947,AL,MISSING,LF
fellebo01,Baseball Magazine All-Star,1947,AL,MISSING,P1
newhoha01,Baseball Magazine All-Star,1947,AL,MISSING,P2
reynoal01,Baseball Magazine All-Star,1947,AL,MISSING,P3
henrito01,Baseball Magazine All-Star,1947,AL,MISSING,RF
boudrlo01,Baseball Magazine All-Star,1947,AL,MISSING,SS
mizejo01,Baseball Magazine All-Star,1947,ML,MISSING,1B
gordojo01,Baseball Magazine All-Star,1947,ML,MISSING,2B
elliobo01,Baseball Magazine All-Star,1947,ML,MISSING,3B
edwarbr01,Baseball Magazine All-Star,1947,ML,MISSING,C
dimagjo01,Baseball Magazine All-Star,1947,ML,MISSING,CF
willite01,Baseball Magazine All-Star,1947,ML,MISSING,LF
fellebo01,Baseball Magazine All-Star,1947,ML,MISSING,P1
blackew01,Baseball Magazine All-Star,1947,ML,MISSING,P2
newhoha01,Baseball Magazine All-Star,1947,ML,MISSING,P3
slaugen01,Baseball Magazine All-Star,1947,ML,MISSING,RF
boudrlo01,Baseball Magazine All-Star,1947,ML,MISSING,SS
mizejo01,Baseball Magazine All-Star,1947,NL,MISSING,1B
stanked01,Baseball Magazine All-Star,1947,NL,MISSING,2B
elliobo01,Baseball Magazine All-Star,1947,NL,MISSING,3B
edwarbr01,Baseball Magazine All-Star,1947,NL,MISSING,C
slaugen01,Baseball Magazine All-Star,1947,NL,MISSING,CF
kinerra01,Baseball Magazine All-Star,1947,NL,MISSING,LF
blackew01,Baseball Magazine All-Star,1947,NL,MISSING,P1
brancra01,Baseball Magazine All-Star,1947,NL,MISSING,P2
spahnwa01,Baseball Magazine All-Star,1947,NL,MISSING,P3
marshwi01,Baseball Magazine All-Star,1947,NL,MISSING,RF
reesepe01,Baseball Magazine All-Star,1947,NL,MISSING,SS
dimagjo01,Most Valuable Player,1947,AL,MISSING,MISSING
elliobo01,Most Valuable Player,1947,NL,MISSING,MISSING
robinja02,Rookie of the Year,1947,ML,MISSING,MISSING
willite01,Triple Crown,1947,AL,MISSING,MISSING
mizejo01,TSN All-Star,1947,ML,MISSING,1B
gordojo01,TSN All-Star,1947,ML,MISSING,2B
kellge01,TSN All-Star,1947,ML,MISSING,3B
coopewa01,TSN All-Star,1947,ML,MISSING,C
dimagjo01,TSN All-Star,1947,ML,MISSING,OF
kinerra01,TSN All-Star,1947,ML,MISSING,OF
willite01,TSN All-Star,1947,ML,MISSING,OF
blackew01,TSN All-Star,1947,ML,MISSING,P
brancra01,TSN All-Star,1947,ML,MISSING,P
fellebo01,TSN All-Star,1947,ML,MISSING,P
boudrlo01,TSN All-Star,1947,ML,MISSING,SS
willite01,TSN Major League Player of the Year,1947,ML,MISSING,MISSING
fainfe01,Baseball Magazine All-Star,1948,AL,MISSING,1B
gordojo01,Baseball Magazine All-Star,1948,AL,MISSING,2B
kellge01,Baseball Magazine All-Star,1948,AL,MISSING,3B
tebbebi01,Baseball Magazine All-Star,1948,AL,MISSING,C
dimagjo01,Baseball Magazine All-Star,1948,AL,MISSING,CF
willite01,Baseball Magazine All-Star,1948,AL,MISSING,LF
lemonbo01,Baseball Magazine All-Star,1948,AL,MISSING,P1
newhoha01,Baseball Magazine All-Star,1948,AL,MISSING,P2
raschvi01,Baseball Magazine All-Star,1948,AL,MISSING,P3
henrito01,Baseball Magazine All-Star,1948,AL,MISSING,RF
boudrlo01,Baseball Magazine All-Star,1948,AL,MISSING,SS
mizejo01,Baseball Magazine All-Star,1948,ML,MISSING,1B
gordojo01,Baseball Magazine All-Star,1948,ML,MISSING,2B
pafkoan01,Baseball Magazine All-Star,1948,ML,MISSING,3B
tebbebi01,Baseball Magazine All-Star,1948,ML,MISSING,C
dimagjo01,Baseball Magazine All-Star,1948,ML,MISSING,CF
willite01,Baseball Magazine All-Star,1948,ML,MISSING,LF
lemonbo01,Baseball Magazine All-Star,1948,ML,MISSING,P1
sainjo01,Baseball Magazine All-Star,1948,ML,MISSING,P2
newhoha01,Baseball Magazine All-Star,1948,ML,MISSING,P3
musiast01,Baseball Magazine All-Star,1948,ML,MISSING,RF
boudrlo01,Baseball Magazine All-Star,1948,ML,MISSING,SS
mizejo01,Baseball Magazine All-Star,1948,NL,MISSING,1B
robinja02,Baseball Magazine All-Star,1948,NL,MISSING,2B
pafkoan01,Baseball Magazine All-Star,1948,NL,MISSING,3B
masiph01,Baseball Magazine All-Star,1948,NL,MISSING,C
slaugen01,Baseball Magazine All-Star,1948,NL,MISSING,CF
kinerra01,Baseball Magazine All-Star,1948,NL,MISSING,LF
sainjo01,Baseball Magazine All-Star,1948,NL,MISSING,P1
schmijo01,Baseball Magazine All-Star,1948,NL,MISSING,P2
brechha01,Baseball Magazine All-Star,1948,NL,MISSING,P3
musiast01,Baseball Magazine All-Star,1948,NL,MISSING,RF
darkal01,Baseball Magazine All-Star,1948,NL,MISSING,SS
boudrlo01,Most Valuable Player,1948,AL,MISSING,MISSING
musiast01,Most Valuable Player,1948,NL,MISSING,MISSING
darkal01,Rookie of the Year,1948,ML,MISSING,MISSING
mizejo01,TSN All-Star,1948,ML,MISSING,1B
gordojo01,TSN All-Star,1948,ML,MISSING,2B
elliobo01,TSN All-Star,1948,ML,MISSING,3B
tebbebi01,TSN All-Star,1948,ML,MISSING,C
dimagjo01,TSN All-Star,1948,ML,MISSING,OF
musiast01,TSN All-Star,1948,ML,MISSING,OF
willite01,TSN All-Star,1948,ML,MISSING,OF
brechha01,TSN All-Star,1948,ML,MISSING,P
lemonbo01,TSN All-Star,1948,ML,MISSING,P
sainjo01,TSN All-Star,1948,ML,MISSING,P
boudrlo01,TSN All-Star,1948,ML,MISSING,SS
boudrlo01,TSN Major League Player of the Year,1948,ML,MISSING,MISSING
lemonbo01,TSN Pitcher of the Year,1948,AL,MISSING,MISSING
sainjo01,TSN Pitcher of the Year,1948,NL,MISSING,MISSING
boudrlo01,TSN Player of the Year,1948,AL,MISSING,MISSING
musiast01,TSN Player of the Year,1948,NL,MISSING,MISSING
pagejo01,Babe Ruth Award,1949,AL,MISSING,P
henrito01,Baseball Magazine All-Star,1949,AL,MISSING,1B
michaca01,Baseball Magazine All-Star,1949,AL,MISSING,2B
kellge01,Baseball Magazine All-Star,1949,AL,MISSING,3B
berrayo01,Baseball Magazine All-Star,1949,AL,MISSING,C
dimagdo01,Baseball Magazine All-Star,1949,AL,MISSING,CF
willite01,Baseball Magazine All-Star,1949,AL,MISSING,LF
raschvi01,Baseball Magazine All-Star,1949,AL,MISSING,P1
pagejo01,Baseball Magazine All-Star,1949,AL,MISSING,P2
parneme01,Baseball Magazine All-Star,1949,AL,MISSING,P3
wertzvi01,Baseball Magazine All-Star,1949,AL,MISSING,RF
stephve01,Baseball Magazine All-Star,1949,AL,MISSING,SS
henrito01,Baseball Magazine All-Star,1949,ML,MISSING,1B
robinja02,Baseball Magazine All-Star,1949,ML,MISSING,2B
kellge01,Baseball Magazine All-Star,1949,ML,MISSING,3B
berrayo01,Baseball Magazine All-Star,1949,ML,MISSING,C
musiast01,Baseball Magazine All-Star,1949,ML,MISSING,CF
willite01,Baseball Magazine All-Star,1949,ML,MISSING,LF
raschvi01,Baseball Magazine All-Star,1949,ML,MISSING,P1
polleho01,Baseball Magazine All-Star,1949,ML,MISSING,P2
spahnwa01,Baseball Magazine All-Star,1949,ML,MISSING,P3
parneme01,Baseball Magazine All-Star,1949,ML,MISSING,P4
wertzvi01,Baseball Magazine All-Star,1949,ML,MISSING,RF
stephve01,Baseball Magazine All-Star,1949,ML,MISSING,SS
hodgegi01,Baseball Magazine All-Star,1949,NL,MISSING,1B
robinja02,Baseball Magazine All-Star,1949,NL,MISSING,2B
gordosi01,Baseball Magazine All-Star,1949,NL,MISSING,3B
camparo01,Baseball Magazine All-Star,1949,NL,MISSING,C
musiast01,Baseball Magazine All-Star,1949,NL,MISSING,CF
kinerra01,Baseball Magazine All-Star,1949,NL,MISSING,LF
polleho01,Baseball Magazine All-Star,1949,NL,MISSING,P1
spahnwa01,Baseball Magazine All-Star,1949,NL,MISSING,P2
newcodo01,Baseball Magazine All-Star,1949,NL,MISSING,P3
slaugen01,Baseball Magazine All-Star,1949,NL,MISSING,RF
reesepe01,Baseball Magazine All-Star,1949,NL,MISSING,SS
willite01,Most Valuable Player,1949,AL,MISSING,MISSING
robinja02,Most Valuable Player,1949,NL,MISSING,MISSING
sievero01,Rookie of the Year,1949,AL,MISSING,MISSING
newcodo01,Rookie of the Year,1949,NL,MISSING,MISSING
henrito01,TSN All-Star,1949,ML,MISSING,1B
robinja02,TSN All-Star,1949,ML,MISSING,2B
kellge01,TSN All-Star,1949,ML,MISSING,3B
camparo01,TSN All-Star,1949,ML,MISSING,C
kinerra01,TSN All-Star,1949,ML,MISSING,OF
musiast01,TSN All-Star,1949,ML,MISSING,OF
willite01,TSN All-Star,1949,ML,MISSING,OF
kindeel01,TSN All-Star,1949,ML,MISSING,P
pagejo01,TSN All-Star,1949,ML,MISSING,P
parneme01,TSN All-Star,1949,ML,MISSING,P
rizzuph01,TSN All-Star,1949,ML,MISSING,SS
willite01,TSN Major League Player of the Year,1949,ML,MISSING,MISSING
kindeel01,TSN Pitcher of the Year,1949,AL,MISSING,MISSING
polleho01,TSN Pitcher of the Year,1949,NL,MISSING,MISSING
willite01,TSN Player of the Year,1949,AL,MISSING,MISSING
slaugen01,TSN Player of the Year,1949,NL,MISSING,MISSING
colemje01,Babe Ruth Award,1950,AL,MISSING,2B
dropowa01,Baseball Magazine All-Star,1950,AL,MISSING,1B
doerrbo01,Baseball Magazine All-Star,1950,AL,MISSING,2B
kellge01,Baseball Magazine All-Star,1950,AL,MISSING,3B
berrayo01,Baseball Magazine All-Star,1950,AL,MISSING,C
dimagjo01,Baseball Magazine All-Star,1950,AL,MISSING,CF
willite01,Baseball Magazine All-Star,1950,AL,MISSING,LF
raschvi01,Baseball Magazine All-Star,1950,AL,MISSING,P1
lemonbo01,Baseball Magazine All-Star,1950,AL,MISSING,P2
houttar01,Baseball Magazine All-Star,1950,AL,MISSING,P3
wertzvi01,Baseball Magazine All-Star,1950,AL,MISSING,RF
rizzuph01,Baseball Magazine All-Star,1950,AL,MISSING,SS
musiast01,Baseball Magazine All-Star,1950,ML,MISSING,1B
doerrbo01,Baseball Magazine All-Star,1950,ML,MISSING,2B
kellge01,Baseball Magazine All-Star,1950,ML,MISSING,3B
berrayo01,Baseball Magazine All-Star,1950,ML,MISSING,C
dimagjo01,Baseball Magazine All-Star,1950,ML,MISSING,CF
kinerra01,Baseball Magazine All-Star,1950,ML,MISSING,LF
spahnwa01,Baseball Magazine All-Star,1950,ML,MISSING,P1
raschvi01,Baseball Magazine All-Star,1950,ML,MISSING,P2
konstji01,Baseball Magazine All-Star,1950,ML,MISSING,P3
furilca01,Baseball Magazine All-Star,1950,ML,MISSING,RF
rizzuph01,Baseball Magazine All-Star,1950,ML,MISSING,SS
musiast01,Baseball Magazine All-Star,1950,NL,MISSING,1B
robinja02,Baseball Magazine All-Star,1950,NL,MISSING,2B
elliobo01,Baseball Magazine All-Star,1950,NL,MISSING,3B
camparo01,Baseball Magazine All-Star,1950,NL,MISSING,C
snidedu01,Baseball Magazine All-Star,1950,NL,MISSING,CF
kinerra01,Baseball Magazine All-Star,1950,NL,MISSING,LF
spahnwa01,Baseball Magazine All-Star,1950,NL,MISSING,P1
konstji01,Baseball Magazine All-Star,1950,NL,MISSING,P2
jansela01,Baseball Magazine All-Star,1950,NL,MISSING,P3
furilca01,Baseball Magazine All-Star,1950,NL,MISSING,RF
hamnegr01,Baseball Magazine All-Star,1950,NL,MISSING,SS
rizzuph01,Most Valuable Player,1950,AL,MISSING,MISSING
konstji01,Most Valuable Player,1950,NL,MISSING,MISSING
dropowa01,Rookie of the Year,1950,AL,MISSING,MISSING
jethrsa01,Rookie of the Year,1950,NL,MISSING,MISSING
dropowa01,TSN All-Star,1950,ML,MISSING,1B
robinja02,TSN All-Star,1950,ML,MISSING,2B
kellge01,TSN All-Star,1950,ML,MISSING,3B
berrayo01,TSN All-Star,1950,ML,MISSING,C
dobyla01,TSN All-Star,1950,ML,MISSING,OF
kinerra01,TSN All-Star,1950,ML,MISSING,OF
musiast01,TSN All-Star,1950,ML,MISSING,OF
konstji01,TSN All-Star,1950,ML,MISSING,P
lemonbo01,TSN All-Star,1950,ML,MISSING,P
raschvi01,TSN All-Star,1950,ML,MISSING,P
rizzuph01,TSN All-Star,1950,ML,MISSING,SS
rizzuph01,TSN Major League Player of the Year,1950,ML,MISSING,MISSING
lemonbo01,TSN Pitcher of the Year,1950,AL,MISSING,MISSING
konstji01,TSN Pitcher of the Year,1950,NL,MISSING,MISSING
rizzuph01,TSN Player of the Year,1950,AL,MISSING,MISSING
kinerra01,TSN Player of the Year,1950,NL,MISSING,MISSING
rizzuph01,Babe Ruth Award,1951,AL,MISSING,SS
berrayo01,Most Valuable Player,1951,AL,MISSING,MISSING
camparo01,Most Valuable Player,1951,NL,MISSING,MISSING
mcdougi01,Rookie of the Year,1951,AL,MISSING,MISSING
mayswi01,Rookie of the Year,1951,NL,MISSING,MISSING
fainfe01,TSN All-Star,1951,ML,MISSING,1B
